analysis_group,zone,model,x_label,y_label,method,shape_label,amplitude_norm_by_y_sd,normalized_total_variation,mean_standardized_absolute_slope,late_to_early_absolute_slope_ratio,r_squared,nrmse_by_sd,nrmse_by_raw_y_range,mean_buffer_width_by_sd,buffer_width95_by_sd
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,Piecewise linear,Linear,2.1327661411884664,1.2768634370248586,1.2768634370248586,43.349064246501925,0.1443314193358003,0.9250018647981212,0.1593079529204484,0.7015481515209465,3.6164259263011247
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,Symbolic regression,Linear,2.4420574874120016,2.328141351256334,2.328141351256334,0.5765557821817606,0.0815684506106769,0.9583258709996252,0.1650471621189385,0.6958545677017847,3.684150449478265
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,Equal-width bins,Non-monotonic: U-shaped / inverted-U,2.516776104265937,1.8527348584604235,1.803662428976602,11.937146976284229,0.0317372153616608,0.9962425039106102,0.1566052822415657,0.6350033137997626,3.854578495373696
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,Equal-count bins,Non-monotonic: U-shaped / inverted-U,1.03357905986082,2.471933818127673,2.561903403658947,1.397857633015818,0.0246780511018566,0.9871738134287252,0.1551797208678016,0.6263930170504411,3.8309170554388863
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,1.4301552442433734,2.5006778889008845,2.522008131358639,0.3088488343451389,0.0449762844847434,0.9772303914037878,0.1536166552421635,0.6224413824421151,3.7958886916759904
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,1.6807533831820864,1.0808153096762156,1.0808153096762154,117.35276626503357,0.0182938591525402,0.9907877777576868,0.1557478214071044,0.7298471389068528,3.847708162657632
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,3.4400681635918064,1.89786392535622,1.8978639253562195,10.840909087673548,0.1326669796921435,0.9312854699990902,0.1463942998860073,0.6614344736954468,3.824785490580167
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,Piecewise linear,Non-monotonic: U-shaped / inverted-U,1.3360690652087968,1.2755499642382242,1.275549964238224,3.437492460761748,0.0374906274193305,0.9810527744848871,0.154217518364246,0.726432290177442,3.8089568603972426
all_zones_E_soil,CW,LPJ-GUESS,LAI,E_soil,Symbolic regression,Non-monotonic: U-shaped / inverted-U,1.4807465625183427,1.7860713588887769,1.7860713588887769,0.4305968730875378,-0.0705287832667032,1.034639515145381,0.1626411367228291,0.6548618899490213,3.8001356888101814
all_zones_E_soil,CD,CLASSIC,P,E_soil,Equal-width bins,Non-monotonic: U-shaped / inverted-U,2.601744339914214,1.3861310615696287,1.3043658532841709,0.2393574039234533,0.5535091532237257,0.6683457397316975,0.1691562917246306,0.4785278927587391,2.74346475919495
all_zones_E_soil,CD,CLASSIC,P,E_soil,Equal-count bins,Monotonic nonlinear,2.427218699437465,1.0,1.2691216080083916,0.2092915228725131,0.5644860404752678,0.6475880103942908,0.1639025730119941,0.4512255876699909,2.6749694320948847
all_zones_E_soil,CD,CLASSIC,P,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,2.4951305114871434,1.417938507745503,1.9716494403546032,0.3410265801848285,0.5712589074411105,0.6547588900070512,0.1657175010224356,0.469959377690939,2.697040367706567
all_zones_E_soil,CD,CLASSIC,P,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,2.276523460419911,1.6284726534693212,1.628472653469321,0.7429159612298745,0.5752808858242755,0.6516805389170038,0.1649383796424924,0.5023997232464602,2.61408232309319
all_zones_E_soil,CD,CLASSIC,P,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,2.172923101453198,1.3796370355126193,1.3796370355126193,0.3749387733278975,0.5804033423074626,0.647738719942992,0.1639407171443948,0.4947992141270862,2.606791731697387
all_zones_E_soil,CD,CLASSIC,P,E_soil,Piecewise linear,Non-monotonic: U-shaped / inverted-U,2.147680464238509,1.2189244600488756,1.2189244600488756,0.1324191399619976,0.5764912099609765,0.6507513278410156,0.1647031991206465,0.5077354407188603,2.619623363819509
all_zones_E_soil,CD,CLASSIC,P,E_soil,Symbolic regression,Non-monotonic: U-shaped / inverted-U,3.2715300780733543,1.6517127682242378,1.6517127682242383,0.707527899809543,0.5457967127572443,0.6739209930868302,0.1705673715399341,0.4762119639464475,2.7495907867188376
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,Equal-width bins,Non-monotonic: U-shaped / inverted-U,2.372577028109742,1.0210082280193085,1.0142107659906674,0.5497147625393988,0.2871375326979206,0.8325517031247758,0.1172048727706019,0.5788015974959179,3.248900429412066
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,Equal-count bins,Non-monotonic: U-shaped / inverted-U,1.705810046987968,1.0524583981071634,1.0916682448954207,0.8769054275055423,0.2611266020905287,0.7714549950079472,0.1086038070654221,0.5467881370281372,2.906652795330563
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,2.404295295016074,1.3857822501301391,1.8281768978566983,0.453515993467673,0.2624936097760646,0.8587406218911893,0.1208916935175857,0.5903476209525648,3.422400973132084
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,2.2100478053806403,1.9097586676730016,1.9097586676730012,2.882541995909331,0.2462920920879149,0.8681217743418667,0.1222123523731216,0.6347789671180751,3.3760377777229307
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,2.7139342861752156,1.592349287315029,1.592349287315029,12.804251438011232,0.3109185732630819,0.8300693644443662,0.1168554143668547,0.5912131775650914,3.3747287306888794
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,Piecewise linear,Linear,3.934293500536899,1.3442054688612837,1.3442054688612837,18.04854342494901,0.2899514344735303,0.8426032707780461,0.1186199112643374,0.6027768749507971,3.3782564727216036
all_zones_E_soil,CD,LPJ-GUESS,P,E_soil,Symbolic regression,Linear,4.405296167112862,1.3755759136081536,1.3755759136081538,18.493633053426738,0.275574784062736,0.8510907939623998,0.1198147668765788,0.5946001831394696,3.377179234203442
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,Equal-width bins,Non-monotonic: U-shaped / inverted-U,1.5711374235913338,1.764888124690864,1.6185397999521596,0.6424765051747223,0.170951052097133,0.6959414104564492,0.1761406727866343,0.5620326332925216,2.4873049200902635
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,Equal-count bins,Non-monotonic: U-shaped / inverted-U,2.426666587481165,1.0266339312128068,80.39364290955335,,0.7268817393430352,0.5177734560427862,0.1310469006846725,0.3701619982688288,2.16052395077959
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,2.509143134043082,1.3438144352254224,1187.863359763193,0.0008504623996391,0.7328822276133304,0.5168151554894423,0.1308043577038099,0.3748846070402868,2.1121082884112945
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,3.3149777262796114,1.9380827382715369,1.938082738271537,1.075729616175218,0.5452811552001408,0.6743033620964463,0.1706641479834603,0.5637549793582816,2.364640441097795
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,2.139844383897586,1.5118624514977432,1.5118624514977437,0.3393433263643422,0.6621869224318969,0.5811952787263527,0.1470987727948709,0.4825544800138112,2.212789594232153
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,Piecewise linear,Monotonic nonlinear,2.056545685491906,1.0,1.0000000000000002,0.0550357691492494,0.6442962507759264,0.5963868652256219,0.1509437175365879,0.4888062483642785,2.3413651769295427
all_zones_E_soil,CD,CLASSIC,LAI,E_soil,Symbolic regression,Non-monotonic: U-shaped / inverted-U,2.62210857788482,1.5629080091459722,1.562908009145972,0.3975570479133731,0.692085899011665,0.5548794456753307,0.1404383147894942,0.4102130049152577,2.2000667105652245
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,Equal-width bins,Non-monotonic: U-shaped / inverted-U,1.1796777208422051,1.6355358641658957,1.5289051953493558,1.3735217717143533,0.067344223216034,1.0279068445027757,0.1447065575360703,0.6878557271707487,4.255479370483791
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,Equal-count bins,Non-monotonic: U-shaped / inverted-U,1.7801136133690514,2.1053216470643106,300.6514566332935,0.0007780950491237,0.1439460588737645,0.9405141143241956,0.1324035933078884,0.5809856987665127,3.721572978225643
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,1.8943780648116113,2.6573695151768044,829.6476735545604,0.0008875268966915,0.1926260104922086,0.8984967083930108,0.1264884715228607,0.5693026828511587,3.496787671013729
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,1.743585042199611,1.923965067538846,1.9239650675388456,3.679713734395801,0.0791847446944378,0.9595450431477586,0.1350827273281545,0.664556853295999,4.012483200794939
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,1.2853707093326248,2.7736842429511244,2.7736842429511244,2.7996177610197477,0.1133012733978532,0.9416015306423536,0.1325566774836099,0.6472814803215616,3.820140261478513
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,Piecewise linear,Non-monotonic: U-shaped / inverted-U,1.4901415999576777,1.624565668956457,1.6245656689564572,1.0737964616068387,0.1128089693719652,0.9418628876770372,0.1325934707757055,0.6477566494673078,3.8388677318208866
all_zones_E_soil,CD,LPJ-GUESS,LAI,E_soil,Symbolic regression,Non-monotonic: U-shaped / inverted-U,1.773436350067726,1.921792959788748,1.9217929597887475,0.291255331925955,0.1188995151185046,0.9386243866612282,0.1321375614332578,0.6089878837754393,3.6983584885535454
