analysis_group,zone,model,x_label,y_label,method,shape_label,amplitude_norm_by_y_sd,normalized_total_variation,mean_standardized_absolute_slope,late_to_early_absolute_slope_ratio,r_squared,nrmse_by_sd,nrmse_by_raw_y_range,mean_buffer_width_by_sd,buffer_width95_by_sd
all_zones_E_soil,CW,LPJ-GUESS,P,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,2.7446593446666334,1.4247778700087437,1.158314654265196,1.3685300396837567,0.2511560500979415,0.86533754947524,0.1360275541726478,0.6157448944219153,3.551194034252724
all_zones_E_soil,CW,LPJ-GUESS,P,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,2.435973396884038,2.3328118690819895,2.33281186908199,3.217808862063427,0.2436632239174294,0.8696559962159321,0.1367063964906744,0.6374370968289598,3.6158305490890656
all_zones_E_soil,CW,LPJ-GUESS,P,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,2.678438362010493,1.652203389299128,1.6522033892991284,0.7013951601823241,0.2768961223496868,0.8503353462334287,0.1336692686510937,0.6253681764094821,3.6026454514556363
all_zones_E_soil,CW,LPJ-GUESS,P,E_soil,Piecewise linear,Non-monotonic: U-shaped / inverted-U,3.5250194844140017,1.5227935785398494,1.5227935785398492,1.324634929840394,0.2618174510987836,0.8591554981822126,0.1350557607751807,0.6332590746596597,3.5511598921007397
all_zones_E_soil,CW,LPJ-GUESS,P,E_soil,Symbolic regression,Linear,4.5443830350199255,1.63621311067285,1.63621311067285,1.9683617652840568,0.2133105067688676,0.8869345270692983,0.1394225114831479,0.6301558163065035,3.571972449165365
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,Equal-width bins,Non-monotonic: U-shaped / inverted-U,1.8417021106240128,1.8290431131317728,1.8323562600491337,1.2596098067422403,0.1035052380684133,1.0104162777163732,0.1740184046392439,0.7316725414262345,3.8342899896257543
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,Equal-count bins,Non-monotonic: U-shaped / inverted-U,1.762378878071836,1.4664811924723338,1.8870652906199077,1.7729838223926315,0.0932705511206857,0.9424696644531224,0.1623163354015692,0.6755152806159969,3.617124650347591
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,LOWESS,Non-monotonic: U-shaped / inverted-U,1.8877064872995712,1.5018303768095629,2.9160151837415857,0.987787217589541,0.1265544903599552,0.9345611510861014,0.160954295904039,0.6700482056385656,3.606860775824192
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,Polynomial degree 3,Non-monotonic: U-shaped / inverted-U,1.4243083150015072,2.109675648121069,2.1096756481210694,15.983991927965077,0.145524910443666,0.9243565409228024,0.1591968123601316,0.7043148823606283,3.603617630406741
all_zones_E_soil,CW,CLASSIC,LAI,E_soil,GAM,Non-monotonic: U-shaped / inverted-U,1.492936899198982,1.7058385068188229,1.7058385068188229,9.29138641468498,0.1545351961807676,0.9194700384413336,0.1583552370759202,0.6964758526136141,3.575704777176184
