model,year,climate_zone,input_var,output_var,hsic,n_samples
CLASSIC,2002,CD,precipitation,evapotrans,0.4115098938985355,13613
CLASSIC,2002,CD,lai,evapotrans,0.5407736521339152,13613
CLASSIC,2002,CD,precipitation,tran,0.26641554632392966,13613
CLASSIC,2002,CD,lai,tran,0.7972555169867392,13613
CLASSIC,2002,CD,precipitation,evspsblveg,0.32927867612541367,13613
CLASSIC,2002,CD,lai,evspsblveg,0.8062059435202974,13613
CLASSIC,2002,CD,precipitation,evspsblsoi,0.4033475331855719,13613
CLASSIC,2002,CD,lai,evspsblsoi,0.42707874460129064,13613
CLASSIC,2003,HW,precipitation,evapotrans,0.29823777358699527,13254
CLASSIC,2003,HW,lai,evapotrans,0.46139537149461274,13254
CLASSIC,2003,HW,precipitation,tran,0.18949294559731542,13254
CLASSIC,2003,HW,lai,tran,0.5638079710364662,13254
CLASSIC,2003,HW,precipitation,evspsblveg,0.3794945491703396,13254
CLASSIC,2003,HW,lai,evspsblveg,0.6472176049347463,13254
CLASSIC,2003,HW,precipitation,evspsblsoi,0.13359838206278907,13254
CLASSIC,2003,HW,lai,evspsblsoi,0.5097284969557356,13254
CLASSIC,2003,HD,precipitation,evapotrans,0.721010464250857,11832
CLASSIC,2003,HD,lai,evapotrans,0.5954028807612344,11832
CLASSIC,2003,HD,precipitation,tran,0.5475065120169718,11832
CLASSIC,2003,HD,lai,tran,0.8684070973994095,11832
CLASSIC,2003,HD,precipitation,evspsblveg,0.6014252774252182,11832
