property,case_a_source_property,case_b_source_property,case_a,case_b,metric,case_a_value,case_b_value,observed_difference,baseline_source_property,baseline_case,baseline_side,baseline_mean,baseline_sd,baseline_min,baseline_max,baseline_q025,baseline_q975,baseline_95_width,baseline_range,baseline_n_valid,ratio_to_baseline_95_width,ratio_to_baseline_sd,larger_than_baseline_95_width,larger_than_baseline_range,observed_minus_baseline95
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,standardized_overall_slope,0.8935,0.0044,0.8891,Monotonicity,Monotonic,0,0.8752,0.0697,0.6288,1.0,0.7345,1.0,0.2655,0.3712,1000,3.3486,12.7496,True,True,0.6236
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,distance_correlation,0.9778,0.4525,0.5253,Monotonicity,Monotonic,0,0.9777,0.0027,0.9667,0.9853,0.9722,0.9826,0.0104,0.0186,1000,50.2736,193.8554,True,True,0.5149
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,raw_overall_slope,0.6679,0.0018,0.6661,Monotonicity,Monotonic,0,0.6787,0.0561,0.5007,0.8655,0.5724,0.7873,0.215,0.3648,1000,3.0988,11.8774,True,True,0.4511
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,MAS,0.0389,0.5234,0.4845,Monotonicity,Monotonic,0,0.0497,0.0197,0.0083,0.1527,0.0191,0.0945,0.0754,0.1444,1000,6.4232,24.6212,True,True,0.4091
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,equal_width_bin_amplitude,0.5928,0.2594,0.3334,Monotonicity,Monotonic,0,0.6149,0.0132,0.5656,0.6573,0.5901,0.6412,0.0511,0.0917,1000,6.5236,25.1918,True,True,0.2823
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,lowess_curve_amplitude,0.6601,0.3074,0.3527,Monotonicity,Monotonic,0,0.6791,0.0193,0.6152,0.739,0.6403,0.7184,0.078,0.1238,1000,4.5197,18.2388,True,True,0.2747
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,standardized_late_slope,0.9455,1.9528,1.0073,Monotonicity,Monotonic,0,0.8729,0.217,-0.0211,1.5618,0.4559,1.2918,0.8359,1.583,1000,1.2051,4.6424,True,False,0.1714
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,MIC,0.9708,0.7921,0.1787,Monotonicity,Monotonic,0,0.9842,0.0187,0.919,1.0,0.9401,1.0,0.0599,0.081,1000,2.9825,9.5662,True,True,0.1188
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,MEV,0.9708,0.7921,0.1787,Monotonicity,Monotonic,0,0.9841,0.0188,0.919,1.0,0.9396,1.0,0.0604,0.081,1000,2.9595,9.5131,True,True,0.1183
Monotonicity,Monotonicity,Monotonicity,Monotonic,Non-monotonic,lowess_r2,0.9622,0.8441,0.1181,Monotonicity,Monotonic,0,0.9623,0.0043,0.9478,0.9765,0.9535,0.9701,0.0166,0.0286,1000,7.1074,27.4262,True,True,0.1015
Non-linearity,Non-linearity,Non-linearity,Linear,Non-linear,lowess_first_derivative_sign_changes,0.0,1.0,1.0,Non-linearity,Linear,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,,,True,True,1.0
Non-linearity,Non-linearity,Non-linearity,Linear,Non-linear,standardized_late_slope,1.3649,0.1354,1.2295,Non-linearity,Linear,0,0.8814,0.2092,0.2283,1.6296,0.4636,1.2924,0.8288,1.4013,1000,1.4835,5.8775,True,False,0.4007
Non-linearity,Non-linearity,Non-linearity,Linear,Non-linear,raw_middle_slope,0.7979,1.8705,1.0726,Non-linearity,Linear,0,0.7161,0.1747,0.1216,1.2708,0.3712,1.0456,0.6744,1.1492,1000,1.5905,6.1407,True,False,0.3982
Non-linearity,Non-linearity,Non-linearity,Linear,Non-linear,raw_late_slope,1.1322,0.1336,0.9986,Non-linearity,Linear,0,0.7172,0.1734,0.2042,1.4472,0.3761,1.0557,0.6796,1.243,1000,1.4694,5.7605,True,False,0.319
Non-linearity,Non-linearity,Non-linearity,Linear,Non-linear,equal_width_bin_amplitude,0.6396,0.8296,0.19,Non-linearity,Linear,0,0.6521,0.0137,0.6123,0.6956,0.6256,0.679,0.0535,0.0832,1000,3.5526,13.8593,True,True,0.1365
Non-linearity,Non-linearity,Non-linearity,Linear,Non-linear,standardized_middle_slope,0.9619,1.8965,0.9346,Non-linearity,Linear,0,0.8816,0.2187,0.1447,1.5553,0.449,1.3179,0.8688,1.4105,1000,1.0757,4.2735,True,False,0.0658
