model,variable,tables,members,start,stop,grids,n_tables,n_members,n_grids,n_datasets,n_with_dates
CESM2-WACCM-FV2,mrroLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrros,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrsfl,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrsll,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrso,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrsol,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrsoLut,Emon,"r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,1949-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,mrsos,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrsosLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrtws,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,msftbarot,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,msftmz,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,msftmzmpa,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,msftmzsmpa,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,n2o,"AERmon, AERmonZ, Amon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,3,3,1,9,9
CESM2-WACCM-FV2,n2oglobal,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nbp,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nep,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,netAtmosLandC13Flux,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,netAtmosLandC14Flux,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,netAtmosLandCO2Flux,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nh4,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,nh4os,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,nLand,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nLeaf,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nLitter,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nLitterCwd,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nMineral,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nMineralNH4,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nMineralNO3,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,no,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,no2,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,no3,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,no3os,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,noy,AERmonZ,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,npp,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1900-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppGrass,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1900-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppLeaf,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1900-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppOther,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppRoot,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppShrub,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1900-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppStem,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppTree,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1900-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nppWood,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nProduct,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nRoot,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nSoil,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nStem,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nVeg,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,nwdFracLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,o3,"AERmon, AERmonZ, Amon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,3,3,1,9,9
CESM2-WACCM-FV2,o3loss,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,o3prod,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,ocfriver,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550aer,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550bc,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550dust,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550oa,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550so4,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550soa,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,od550ss,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,oh,"AERmon, AERmonZ","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,omldamax,Oday,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-02T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,opottempdiff,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,opottempmint,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,opottemppadvect,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,opottemppmdiff,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,opottemppsmadvect,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,opottemprmadvect,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,opottemptend,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,orog,fx,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,orogIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,osaltdiff,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,osaltpadvect,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,osaltpmdiff,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,osaltpsmadvect,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,osaltrmadvect,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,osalttend,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,oxloss,EmonZ,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,oxprod,EmonZ,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,pbfe,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,pbsi,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,pcalc,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1851-01-01T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,ph,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phnatos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,photo1d,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,phyc,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phycos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phydiat,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phydiatos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phydiaz,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phydiazos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phyfe,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phyfeos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phyn,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phynos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phyp,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phypico,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,phypicoos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,phypos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,physi,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,physios,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,pnitrate,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,po4,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,po4os,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,pp,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,ppos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,pr,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,prc,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,prra,"ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,prraIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,prsn,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,prsnIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,prveg,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,prw,"Amon, Eday","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,ps,"AERmon, Amon, CFday, Emon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,4,3,1,12,9
CESM2-WACCM-FV2,psl,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,ptp,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,ra,Lmon,r3i1p1f1,1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,rac13,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rac14,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,raGrass,Emon,r3i1p1f1,1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,raLeaf,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,raLut,Emon,r3i1p1f1,1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,raRoot,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,raShrub,Emon,r3i1p1f1,1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,raTree,Emon,r3i1p1f1,1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,reffclws,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,reffclwtop,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,reffsclwtop,Eday,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,remoc,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1851-01-01T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,residualFrac,"Eyr, Lmon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-01T00:00:00Z,2015-01-01T00:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,rGrowth,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rh,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rhc13,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rhc14,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rhLitter,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rhLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rhSoil,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rlds,"Amon, day, ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,4,3,1,12,9
CESM2-WACCM-FV2,rldscs,"Amon, CFday","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,rldsIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,rlntds,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,rls,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
