model,zone,x,y,n,n_lowess_points,head_slope,mid_slope,tail_slope,head_abs_slope,mid_abs_slope,tail_abs_slope,slope_drop,saturation_index
CLASSIC,HW,P,T,12047,12035,0.23529734214487513,0.1773928838002404,0.04574702373800551,0.23529734214487513,0.1774170361856043,0.04990964579171639,0.18955031840686962,0.7878869122075061
CLASSIC,HW,P,E_soil,12047,12035,-0.06595435707442066,-0.13552198562137882,-0.053568982393074914,0.081961013262473,0.13552198562137882,0.053568982393074914,-0.012385374681345741,0.3464089783574915
CLASSIC,HW,LAI,T,12047,12040,87.17612804124096,64.01082775338912,47.103555873558975,87.17612804124096,64.01082775338912,56.3285042644261,40.07257216768198,0.3538540248337432
CLASSIC,HW,LAI,E_soil,12047,12040,-52.46213829942942,-47.67763881667612,-39.06375377475186,52.46213829942942,47.67763881667612,41.966696615097156,-13.39838452467756,0.20005745142199838
LPJ-GUESS,HW,P,T,12149,12139,0.343794588193454,0.3036722786370074,0.15267628341356473,0.343794588193454,0.3036722786370074,0.1564679946628483,0.19111830477988925,0.5448794133582946
LPJ-GUESS,HW,P,E_soil,12149,12139,0.083278096417086,0.08296346226569087,0.04991260219427866,0.083278096417086,0.08296346226569087,0.04991260219427866,0.03336549422280734,0.40065149971369673
LPJ-GUESS,HW,LAI,T,12149,12146,177.39276788289516,116.33875816804952,123.22481768021669,177.39276788289516,116.33875816804952,123.22481768021669,54.16795020267847,0.30535602352423485
LPJ-GUESS,HW,LAI,E_soil,12149,12146,-14.241285682098834,2.5471350543045803,31.791606225862505,24.279937456895667,33.169763881056824,31.791606225862505,-46.03289190796134,-0.3093775996047088
