model,zone,x,y,n,x_split,s_early,s_late,r_early,r_late,saturation_ratio,interpretation
CLASSIC,HW,P,T,12047,1432.21015625,0.23597004561626914,0.040071953662321455,0.4376880922289441,0.1790872371158173,0.16981796802923813,strong saturation
CLASSIC,HW,P,E_soil,12047,1432.21015625,-0.09487531693241111,-0.050629224370974904,-0.23574901950288527,-0.34903612073690365,0.533639580957005,moderate saturation
CLASSIC,HW,LAI,T,12047,4.039752,69.29096589548901,52.046180576198054,0.696413272775835,0.3593319209785363,0.7511250551002403,roughly linear
CLASSIC,HW,LAI,E_soil,12047,4.039752,-44.405184076177065,-49.62768731998636,-0.5408006936662522,-0.6669241827726416,1.1176102149435996,roughly linear
LPJ-GUESS,HW,P,T,12149,1435.5703125,0.3130524625684412,0.13416198249118447,0.43080473134777175,0.3858815027336906,0.42856069998763624,moderate saturation
LPJ-GUESS,HW,P,E_soil,12149,1435.5703125,0.09570842492864731,0.05829718869332775,0.27471056158907375,0.32526688110985386,0.609112402975909,moderate saturation
LPJ-GUESS,HW,LAI,T,12149,3.3726754,169.41260440066705,107.83063833724599,0.7746705290471078,0.7320539364775182,0.6364971409224225,moderate saturation
LPJ-GUESS,HW,LAI,E_soil,12149,3.3726754,-23.550677445652596,33.76740992890834,-0.1555023614380613,0.3534928513392555,-1.4338190485956375,non-monotonic / reversal
