analysis_group,zone,model,x_label,y_label,method,n_raw_points,n_curve_points,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,abs_pearson_r,abs_spearman_r,abs_spearman_minus_abs_pearson,raw_net_change,absolute_net_change,normalized_net_change,normalized_absolute_net_change,positive_slope_fraction,negative_slope_fraction,flat_slope_fraction,dominant_slope_sign,monotonic_fraction,number_of_slope_sign_changes,early_slope,middle_slope,late_slope,early_absolute_slope,middle_absolute_slope,late_absolute_slope,early_late_slope_sign_consistency,early_late_slope_sign_opposition,has_internal_valley,has_internal_peak,number_of_internal_extrema,turning_point_x_norm,turning_point_y_norm,turning_point_type,turning_point_x,two_line_left_slope,two_line_right_slope,two_line_left_p,two_line_right_p,two_line_test_evidence,u_test_stat,u_test_p,lind_mehlum_stat,lind_mehlum_p,shape_label
HW_T,HW,LPJ-GUESS,P,T,Polynomial degree 3,12538,300,0.8676186487285249,1.9943494714389214e-92,0.8227642529361437,4.2805112710503855e-75,0.7005128205128206,3.5364806850908285e-73,0.8676186487285249,0.8227642529361437,-0.0448543957923811,312.80752326180146,312.80752326180146,0.5641196399703204,0.5641196399703204,0.7357859531772575,0.2575250836120401,0.0066889632107023,positive,0.7357859531772575,1,1.3410760852338277,1.5852351626763994,-1.223741172772206,1.3410760852338277,1.5852351626763994,1.223741172772206,False,True,False,True,1,0.7391304347826086,1.0,peak,2841.333842844203,1.6001640201086726,-1.640846733352252,3.547733362574167e-218,2.59814980805215e-44,True,,,,,Non-monotonic: U-shaped / inverted-U
HW_T,HW,LPJ-GUESS,P,T,GAM,12538,300,0.9212391605602754,3.1894123677960935e-124,0.8865409615662396,9.15526161557337e-102,0.7432775919732442,3.781786272464526e-82,0.9212391605602754,0.8865409615662396,-0.0346981989940358,495.3589676884112,495.3589676884112,0.8843526058222847,0.8843526058222847,0.7224080267558528,0.2675585284280936,0.0100334448160535,positive,0.7224080267558528,3,1.1207640900257396,1.485938944905366,0.0523706459265795,1.1207640900257396,1.485938944905366,0.0523706459265795,True,False,True,True,3,0.0969899665551839,6.505213034913028e-19,valley,372.84471240942025,-1.2934928551836384,1.0822160824309088,9.719523380272494e-23,5.446758556462719e-96,True,,,,,Non-monotonic: U-shaped / inverted-U
HW_T,HW,LPJ-GUESS,P,T,Piecewise linear,12538,300,0.9268395546846092,8.248745355081426e-129,0.8595504394493272,7.112294962059687e-89,0.6733110367892977,9.546398737297476e-68,0.9268395546846092,0.8595504394493272,-0.0672891152352819,570.7006213029214,570.7006213029214,0.928031557524292,0.928031557524292,0.6187290969899666,0.3812709030100334,0.0,positive,0.6187290969899666,1,1.6212609477003763,1.3558714598628734,-0.1887593359669882,1.6212609477003763,1.3558714598628734,0.1887593359669882,False,True,False,True,1,0.6187290969899666,1.0,peak,2378.4921308876815,1.621099954889514,-0.188759335966988,0.0,0.0,True,,,,,Non-monotonic: U-shaped / inverted-U
HW_T,HW,LPJ-GUESS,P,T,Symbolic regression,12538,300,0.9875661350004205,1.6447405989842044e-241,0.9992862142912698,0.0,0.9973244147157192,2.432615899046787e-146,0.9875661350004205,0.9992862142912698,0.0117200792908495,812.376968852235,812.376968852235,0.6840490125066783,0.6840490125066783,0.9933110367892976,0.0066889632107023,0.0,positive,0.9933110367892976,1,0.4965416407011529,0.8675569875532275,0.6898834890161203,0.4965416407011529,0.8675569875532275,0.6898834890161203,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,CLASSIC,LAI,T,Equal-width bins,12340,10,0.9826972402788012,3.840550335281128e-07,0.9878787878787878,9.307459988955517e-08,0.9555555555555554,5.5114638447971785e-06,0.9826972402788012,0.9878787878787878,0.0051815475999866,318.65449,318.65449,0.9990820739453914,0.9990820739453914,0.8888888888888888,0.0,0.1111111111111111,positive,0.8888888888888888,0,1.5429807161907734,0.9151139181786484,0.5023846439047662,1.5429807161907734,0.9151139181786484,0.5023846439047662,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,CLASSIC,LAI,T,Equal-count bins,12340,10,0.9826380808041404,3.89306673309545e-07,0.9878787878787878,9.307459988955517e-08,0.9555555555555554,5.5114638447971785e-06,0.9826380808041404,0.9878787878787878,0.0052407070746475,286.58876499999997,286.58876499999997,0.9349059125966692,0.9349059125966692,0.8888888888888888,0.1111111111111111,0.0,positive,0.8888888888888888,1,1.3694406321228767,1.002713050440395,0.3455334475384823,1.3694406321228767,1.002713050440395,0.3455334475384823,True,False,False,True,1,0.9088267333732544,0.9956704550667118,peak,5.7832901625,1.0228855327651958,,4.507338916397384e-06,,,,,,,Non-monotonic: U-shaped / inverted-U
HW_T,HW,CLASSIC,LAI,T,LOWESS,12340,12333,0.9915096049980254,0.0,0.9977371230825848,0.0,0.9824458528509818,0.0,0.9915096049980254,0.9977371230825848,0.0062275180845593,463.73956202095167,463.73956202095167,1.0,1.0,0.946723970158936,0.0495458968537139,0.0037301329873499,positive,0.946723970158936,128,1.2223444168740962,0.8294611962035885,0.6588651529989306,1.2223444168740962,0.8294611962035885,0.6588651529989306,True,False,True,True,128,0.8810850269143384,0.8237412093700379,valley,6.120372099999999,0.8409069007475846,1.4604321108473188,0.0,0.0,False,,,,,Non-monotonic: U-shaped / inverted-U
HW_T,HW,CLASSIC,LAI,T,Polynomial degree 3,12340,300,0.9938601006712948,5.723457096037121e-287,1.0,0.0,1.0,0.0,0.9938601006712948,1.0,0.0061398993287051,422.90655970935336,422.90655970935336,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.315578624816225,0.8518873670823528,0.8310528817722465,1.315578624816225,0.8518873670823528,0.8310528817722465,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,CLASSIC,LAI,T,GAM,12340,300,0.9897868434207088,3.5967571451855235e-254,1.0,0.0,1.0,0.0,0.9897868434207088,1.0,0.0102131565792912,498.13347171381815,498.13347171381815,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.3125721803417338,0.7544241544566117,0.93054790674622,1.3125721803417338,0.7544241544566117,0.93054790674622,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,CLASSIC,LAI,T,Piecewise linear,12340,300,0.9916725895671892,2.5558446422561477e-267,1.0,0.0,1.0,0.0,0.9916725895671892,1.0,0.0083274104328107,445.11044293320623,445.11044293320623,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.369727973629941,0.8142070484271653,0.8142070484271652,1.369727973629941,0.8142070484271653,0.8142070484271652,True,False,False,False,0,,,,,,,,,,,,,,Linear
HW_T,HW,CLASSIC,LAI,T,Symbolic regression,12340,300,0.9804200696932364,2.3425972438037554e-212,0.9999986666518516,0.0,0.9999108138238574,4.3307279996479344e-147,0.9804200696932364,0.9999986666518516,0.0195785969586151,545.1215238433331,545.1215238433331,0.9797859850740188,0.9797859850740188,0.9966555183946488,0.0033444816053511,0.0,positive,0.9966555183946488,1,1.3484667302166138,0.6448530398149888,0.9426888557378632,1.3484667302166138,0.6448530398149888,0.9426888557378632,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,Equal-width bins,12538,10,0.993011091202421,1.0350672859074789e-08,1.0,6.646897422032013e-64,1.0,5.511463844797178e-07,0.993011091202421,1.0,0.0069889087975788,737.9480000000001,737.9480000000001,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.361925328788309,0.7571411293179136,0.9247660683059934,1.361925328788309,0.7571411293179136,0.9247660683059934,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,Equal-count bins,12538,10,0.989011568897801,6.294809525052164e-08,1.0,6.646897422032013e-64,1.0,5.511463844797178e-07,0.989011568897801,1.0,0.0109884311021989,636.5009400000001,636.5009400000001,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.2791190453804784,0.8049502169502483,0.903676343255406,1.2791190453804784,0.8049502169502483,0.903676343255406,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,LOWESS,12538,12535,0.990527844348586,0.0,1.0,0.0,0.9999999999999998,0.0,0.990527844348586,1.0,0.0094721556514137,863.4225181031212,863.4225181031212,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.2965438764229864,0.8399400666040447,0.9224073166159026,1.2965438764229864,0.8399400666040447,0.9224073166159026,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,Polynomial degree 3,12538,300,0.9933344229005686,1.1392606991108452e-281,1.0,0.0,1.0,0.0,0.9933344229005686,1.0,0.0066655770994313,920.8683816622996,920.8683816622996,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.3113358975451053,0.7567226843986037,0.9295086449002774,1.3113358975451053,0.7567226843986037,0.9295086449002774,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,GAM,12538,300,0.9913902551110144,3.597908887649054e-265,1.0,0.0,1.0,0.0,0.9913902551110144,1.0,0.0086097448889856,822.8785346847316,822.8785346847316,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.4366327037505204,0.8125847038775178,0.7489084394107371,1.4366327037505204,0.8125847038775178,0.7489084394107371,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,Piecewise linear,12538,300,0.993359655073604,6.486505685934303e-282,1.0,0.0,1.0,0.0,0.993359655073604,1.0,0.006640344926396,838.0481611378932,838.0481611378932,1.0,1.0,1.0,0.0,0.0,positive,1.0,0,1.3427464109260694,0.8277656226502162,0.8277656226502164,1.3427464109260694,0.8277656226502162,0.8277656226502164,True,False,False,False,0,,,,,,,,,,,,,,Monotonic nonlinear
HW_T,HW,LPJ-GUESS,LAI,T,Symbolic regression,12538,300,0.9967697031695198,0.0,0.9991608795653284,0.0,0.995897435897436,6.291718312557258e-146,0.9967697031695198,0.9991608795653284,0.0023911763958086,818.2186141511933,818.2186141511933,1.0,1.0,0.9866220735785952,0.0133779264214046,0.0,positive,0.9866220735785952,2,1.1729777470399405,0.98266359674912,0.8441852921784414,1.1729777470399405,0.98266359674912,0.8441852921784414,True,False,True,True,2,0.2374581939799331,0.4896290349128335,peak,2.469744371237458,1.3535559479958537,0.9212049390870524,6.170810965239011e-46,2.160715388306877e-265,False,,,,,Linear
all_zones_E_soil,HW,CLASSIC,P,E_soil,Equal-width bins,12340,10,-0.8640710863017597,0.0012634765387968,-0.8303030303030302,0.0029402270232795,-0.6444444444444444,0.0091484788359788,0.8640710863017597,0.8303030303030302,-0.0337680559987294,-94.11201,94.11201,-0.5574252007226116,0.5574252007226116,0.4444444444444444,0.5555555555555556,0.0,negative,0.5555555555555556,2,-0.295397151903015,-2.022833376625295,0.0974684361720942,0.295397151903015,2.022833376625295,0.0974684361720942,False,True,True,True,2,0.2816093470168222,0.9836148479508918,peak,1009.0958333333332,1.19537082658475,-0.9692147002299644,0.1414349594140342,0.0163222643541079,False,,,,,Non-monotonic: U-shaped / inverted-U
all_zones_E_soil,HW,CLASSIC,P,E_soil,Equal-count bins,12340,10,-0.9686878600270408,4.049639049835891e-06,-0.9636363636363636,7.320974809529922e-06,-0.911111111111111,2.976190476190476e-05,0.9686878600270408,0.9636363636363636,-0.0050514963906771,-154.935545,154.935545,-0.9232188347778086,0.9232188347778086,0.1111111111111111,0.8888888888888888,0.0,negative,0.8888888888888888,1,-1.1877330510400768,-1.0940048005670746,-0.6206003721272122,1.1877330510400768,1.0940048005670746,0.6206003721272122,True,False,False,True,1,0.0808102758788528,0.9959370146479584,peak,923.6488932291668,,-1.1581353417123177,,1.54482017527914e-05,,,,,,Non-monotonic: U-shaped / inverted-U
all_zones_E_soil,HW,CLASSIC,P,E_soil,LOWESS,12340,12149,-0.9471078357969392,0.0,-0.9881470276166848,0.0,-0.9608552710658592,0.0,0.9471078357969392,0.9881470276166848,0.0410391918197454,-101.69679455871967,101.69679455871967,-0.6140552852460844,0.6140552852460844,0.0756503128086927,0.922950279881462,0.0013994073098452,negative,0.922950279881462,33,-1.5231235066764708,-2.3565496408857793,-0.4516399885200147,1.5231235066764708,2.3565496408857793,0.4516399885200147,True,False,True,True,33,0.2162051951319032,0.9999994489976926,peak,833.0291015625,2.259789764603121,-1.8397306372005644,0.0,0.0,True,,,,,Non-monotonic: U-shaped / inverted-U
all_zones_E_soil,HW,CLASSIC,P,E_soil,Polynomial degree 3,12340,300,-0.8415801850299687,1.0563258961417909e-81,-0.8131974799719998,4.987477942887872e-72,-0.6405351170568563,1.738586613476005e-61,0.8415801850299687,0.8131974799719998,-0.0283827050579689,-33.762054362344145,33.762054362344145,-0.2044889536798747,0.2044889536798747,0.3846153846153846,0.6086956521739131,0.0066889632107023,negative,0.6086956521739131,2,-0.2091716019915101,-2.126050341311112,1.702539468386685,0.2091716019915101,2.126050341311112,1.702539468386685,False,True,True,True,2,0.7508361204013378,2.117995896498291e-05,valley,2892.9385272958475,-1.5823041583489696,2.465827676913157,1.4572880236833266e-122,7.112133166304046e-42,True,,,,,Non-monotonic: U-shaped / inverted-U
