model,year,climate_zone,input_var,output_var,pawn_median,pawn_max,n_samples,hsic
CLASSIC,1992,HW,lai,evspsblsoi,0.37176164996839467,0.5784984420422301,13257,0.0023410487959596156
CLASSIC,1992,HW,lai,evspsblveg,0.4226749165395521,0.7924944970590113,13257,0.002091990460460468
CLASSIC,1992,HW,lai,tran,0.43570717846308893,0.8028249056163277,13257,0.001501836258667821
CLASSIC,1992,HW,precipitation,evapotrans,0.30209908328956864,0.5648067084511316,13257,0.011267546132616093
CLASSIC,1992,HW,precipitation,evspsblsoi,0.20336767617250268,0.3943957550642588,13257,0.001080853234831986
CLASSIC,1992,HW,precipitation,evspsblveg,0.34878097864994073,0.5702331936308216,13257,0.006122120809227543
CLASSIC,1992,HW,precipitation,tran,0.25592946979950776,0.5613175588615866,13257,0.005001406001717487
CLASSIC,1993,CD,lai,evapotrans,0.38329083896518445,0.659201227818369,13313,0.004755147320390436
CLASSIC,1993,CD,lai,evspsblsoi,0.3520726169768025,0.5181695400458157,13313,0.0043664730318313605
CLASSIC,1993,CD,lai,evspsblveg,0.5117875665724565,0.8265067065112134,13313,0.0110541309777044
CLASSIC,1993,CD,lai,tran,0.48886882510855345,0.793313575725504,13313,0.014064069738161423
CLASSIC,1993,CD,precipitation,evapotrans,0.32994571415857576,0.47864835089728053,13313,0.023497481572566335
CLASSIC,1993,CD,precipitation,evspsblsoi,0.3173220604652636,0.45910556287371795,13313,0.01709521396934421
CLASSIC,1993,CD,precipitation,evspsblveg,0.3183674733621417,0.497365883423009,13313,0.0005070211171665972
CLASSIC,1993,CD,precipitation,tran,0.3004987689181323,0.4550731751721525,13313,0.001191875569131103
CLASSIC,1993,CW,lai,evapotrans,0.28533623861851687,0.5659636936663859,22453,0.0007868023639872929
CLASSIC,1993,CW,lai,evspsblsoi,0.18265167020007247,0.40450304046616586,22453,0.0008363081326237556
CLASSIC,1993,CW,lai,evspsblveg,0.535088420781366,0.7827173287158188,22453,0.004948406494393357
CLASSIC,1993,CW,lai,tran,0.4314696266797151,0.7872964993185132,22453,0.004084571547374041
CLASSIC,1993,CW,precipitation,evapotrans,0.33427049847924156,0.5309159831717767,22453,0.016368867678090673
CLASSIC,1993,CW,precipitation,evspsblsoi,0.11282826509207455,0.2611176234008399,22453,0.0013245733636942274
CLASSIC,1993,CW,precipitation,evspsblveg,0.31156528151345286,0.470211050140991,22453,0.003653898528143098
CLASSIC,1993,CW,precipitation,tran,0.2691074009054951,0.41267356101540287,22453,0.005041932426541128
CLASSIC,1993,HD,lai,evapotrans,0.46705988451032515,0.6930273198228856,11824,0.0003849997267988857
CLASSIC,1993,HD,lai,evspsblsoi,0.36423118101841945,0.6354119045507471,11824,0.0003790366015948439
CLASSIC,1993,HD,lai,evspsblveg,0.5848188833861097,0.822070559813872,11824,0.022449244243804626
CLASSIC,1993,HD,lai,tran,0.614674847566909,0.7982280548638413,11824,0.011101981358967856
CLASSIC,1993,HD,precipitation,evapotrans,0.5018464552866749,0.6727355752952885,11824,0.0442575266647047
CLASSIC,1993,HD,precipitation,evspsblsoi,0.4296927137408466,0.6713758403224832,11824,0.02441450598494205
CLASSIC,1993,HD,precipitation,evspsblveg,0.46945156142315153,0.6442178346156433,11824,0.0012154195155848469
CLASSIC,1993,HD,precipitation,tran,0.43225893190367926,0.640539197189216,11824,0.0063825548701377495
CLASSIC,1993,HW,lai,evapotrans,0.33816385344871935,0.6680760300724462,13246,0.000839000739775434
CLASSIC,1993,HW,lai,evspsblsoi,0.39169110034919574,0.6057358148704202,13246,0.002380549485630062
CLASSIC,1993,HW,lai,evspsblveg,0.36746941259641575,0.7972313749398181,13246,0.002042144530462975
CLASSIC,1993,HW,lai,tran,0.42673606055994645,0.8010793147949257,13246,0.001401222123802771
CLASSIC,1993,HW,precipitation,evapotrans,0.2762638204769542,0.43443987878915047,13246,0.008716904048922135
CLASSIC,1993,HW,precipitation,evspsblsoi,0.21717100783718263,0.39632002826057844,13246,0.0012189575790889843
CLASSIC,1993,HW,precipitation,evspsblveg,0.2800985416743823,0.5012054029421411,13246,0.005111389800687746
CLASSIC,1993,HW,precipitation,tran,0.26920223691595047,0.4157175537506516,13246,0.004796222031961086
CLASSIC,1994,CD,lai,evapotrans,0.4228274875353635,0.7261566729512204,13314,0.004941319094584627
CLASSIC,1994,CD,lai,evspsblsoi,0.4036618498776645,0.7254054992581902,13314,0.004384308565127942
CLASSIC,1994,CD,lai,evspsblveg,0.5397959836654207,0.8276396044534846,13314,0.011073219990251768
CLASSIC,1994,CD,lai,tran,0.5664442968976692,0.7651696311002305,13314,0.017894519300294655
CLASSIC,1994,CD,precipitation,evapotrans,0.27077240841931105,0.4435948270173228,13314,0.02638833717762297
CLASSIC,1994,CD,precipitation,evspsblsoi,0.2551971187621738,0.4401154327090928,13314,0.022073306713192718
CLASSIC,1994,CD,precipitation,evspsblveg,0.2791145749824661,0.4826389754505736,13314,0.0004818105930034689
CLASSIC,1994,CD,precipitation,tran,0.23144039890261148,0.4411025965109966,13314,0.0015339163051654226
CLASSIC,1994,CW,lai,evapotrans,0.28913805517405355,0.5937763714808995,22366,0.000750016491259135
CLASSIC,1994,CW,lai,evspsblsoi,0.15695234132880426,0.41871091134681365,22366,0.0007918037000584552
CLASSIC,1994,CW,lai,evspsblveg,0.5481969169062462,0.7729706279140167,22366,0.004770440994147701
CLASSIC,1994,CW,lai,tran,0.4153639396698754,0.7929495249330929,22366,0.003543504570462068
CLASSIC,1994,CW,precipitation,evapotrans,0.290269669809422,0.5485203269491006,22366,0.014595834724830541
CLASSIC,1994,CW,precipitation,evspsblsoi,0.1364776942176545,0.2814777371186252,22366,0.0007001360890915988
CLASSIC,1994,CW,precipitation,evspsblveg,0.30928972471666655,0.5643738254441462,22366,0.0038567657707578563
CLASSIC,1994,CW,precipitation,tran,0.28556336168823204,0.41007296781775426,22366,0.00419406453450943
CLASSIC,1994,HD,lai,evapotrans,0.46547003908225826,0.6905871913295991,11822,0.00039373424124746517
CLASSIC,1994,HD,lai,evspsblsoi,0.343128124949501,0.6779045624973399,11822,0.0003871231384916465
CLASSIC,1994,HD,lai,evspsblveg,0.5997254537913054,0.8151082419656005,11822,0.021872430049917457
CLASSIC,1994,HD,lai,tran,0.6205339724812582,0.803272206366828,11822,0.011851957378103684
CLASSIC,1994,HD,precipitation,evapotrans,0.46432292186095625,0.6553106724979082,11822,0.056206371291211595
CLASSIC,1994,HD,precipitation,evspsblsoi,0.397946755260164,0.6589222395716644,11822,0.027477447501334275
CLASSIC,1994,HD,precipitation,evspsblveg,0.4959488492858267,0.6496256799605885,11822,0.0023389366916937225
CLASSIC,1994,HD,precipitation,tran,0.47796162506885886,0.6164673050703311,11822,0.010778528641182795
CLASSIC,1994,HW,lai,evapotrans,0.3574458370528666,0.6028289504003441,13255,0.0008487499153376557
CLASSIC,1994,HW,lai,evspsblsoi,0.3419546776181405,0.5813985217451167,13255,0.0022452555739845294
CLASSIC,1994,HW,lai,evspsblveg,0.4573589009639779,0.7790540921124275,13255,0.0021595689570748835
CLASSIC,1994,HW,lai,tran,0.41526797831480045,0.7862804269199193,13255,0.0015016352814996895
CLASSIC,1994,HW,precipitation,evapotrans,0.3045301406721227,0.5191948398196873,13255,0.011188945964617437
CLASSIC,1994,HW,precipitation,evspsblsoi,0.1879182042414224,0.35691702325824853,13255,0.000692945263747293
CLASSIC,1994,HW,precipitation,evspsblveg,0.38781633396023985,0.5493137567826365,13255,0.007425265443932279
CLASSIC,1994,HW,precipitation,tran,0.24771986721058392,0.4664827809079701,13255,0.0030291093939603135
CLASSIC,1995,CD,lai,evapotrans,0.40431547619047614,0.7449404761904762,13440,0.005565397151479164
CLASSIC,1995,CD,lai,evspsblsoi,0.3691220238095238,0.7443452380952381,13440,0.004971012300418903
CLASSIC,1995,CD,lai,evspsblveg,0.5780505952380953,0.8450892857142857,13440,0.012714238424356933
CLASSIC,1995,CD,lai,tran,0.5431547619047619,0.7885416666666667,13440,0.01835801946772186
CLASSIC,1995,CD,precipitation,evapotrans,0.24987647032543664,0.4982142857142857,13440,0.021960404372051337
CLASSIC,1995,CD,precipitation,evspsblsoi,0.21880573442202159,0.41393154909496654,13440,0.015466918446646999
CLASSIC,1995,CD,precipitation,evspsblveg,0.27699087681752854,0.5652529761904762,13440,0.0008037836256757021
CLASSIC,1995,CD,precipitation,tran,0.24785295447292835,0.49642857142857144,13440,0.002373275084669282
CLASSIC,1995,CW,lai,evapotrans,0.2964285714285714,0.5925,22400,0.0007920334073397859
CLASSIC,1995,CW,lai,evspsblsoi,0.17569196428571426,0.37714285714285717,22400,0.0007427612995106074
CLASSIC,1995,CW,lai,evspsblveg,0.55140625,0.7345982142857143,22400,0.004986055599608033
CLASSIC,1995,CW,lai,tran,0.38921875,0.7879910714285714,22400,0.00325679632094497
CLASSIC,1995,CW,precipitation,evapotrans,0.23272937982087077,0.4939602142219103,22400,0.01122053702751824
CLASSIC,1995,CW,precipitation,evspsblsoi,0.1382670708538221,0.21224917054807635,22400,0.0006430626804180516
CLASSIC,1995,CW,precipitation,evspsblveg,0.2938116653120418,0.5760833519428317,22400,0.0032239385509984873
CLASSIC,1995,CW,precipitation,tran,0.23670497466054696,0.37876151431121313,22400,0.00471020580921471
CLASSIC,1995,HD,lai,evapotrans,0.47340921985759865,0.714645529499596,11831,0.00040334800304411557
CLASSIC,1995,HD,lai,evspsblsoi,0.36420051538742326,0.6321803863786919,11831,0.0003952327687226336
CLASSIC,1995,HD,lai,evspsblveg,0.5811825216973361,0.8294294406723943,11831,0.020684505341588767
CLASSIC,1995,HD,lai,tran,0.613048174298605,0.8039027089955876,11831,0.010912099814568667
CLASSIC,1995,HD,precipitation,evapotrans,0.4607579279743865,0.6604767493822101,11831,0.04053078085109638
CLASSIC,1995,HD,precipitation,evspsblsoi,0.42953744954031037,0.6553877088261654,11831,0.0211585423439737
CLASSIC,1995,HD,precipitation,evspsblveg,0.45334431035134093,0.6447413499486606,11831,0.0011979936974714001
CLASSIC,1995,HD,precipitation,tran,0.431022937648296,0.609692907890199,11831,0.005624738857534406
CLASSIC,1995,HW,lai,evapotrans,0.3819381598793364,0.6166666666666667,13260,0.0007760224763007067
CLASSIC,1995,HW,lai,evspsblsoi,0.3768099547511312,0.5823529411764705,13260,0.002195082150188199
CLASSIC,1995,HW,lai,evspsblveg,0.44634238310708896,0.7725490196078432,13260,0.0022044136808509547
CLASSIC,1995,HW,lai,tran,0.4233408748114631,0.7827300150829563,13260,0.001387536811831893
CLASSIC,1995,HW,precipitation,evapotrans,0.31816514414183666,0.5315987933634992,13260,0.013413236146951687
CLASSIC,1995,HW,precipitation,evspsblsoi,0.16124861265260823,0.39849170437405734,13260,0.0006026192332512251
CLASSIC,1995,HW,precipitation,evspsblveg,0.3866709354278721,0.5739819004524886,13260,0.007429586890271829
CLASSIC,1995,HW,precipitation,tran,0.26017957255471125,0.4251131221719457,13260,0.003514326437864384
CLASSIC,1996,CD,lai,evapotrans,0.37607397910856766,0.7007282483710234,13045,0.003591104299664553
CLASSIC,1996,CD,lai,evspsblsoi,0.3504911527882411,0.6952088922958988,13045,0.0035224529571456107
CLASSIC,1996,CD,lai,evspsblveg,0.5621425393091113,0.8451581542817451,13045,0.010220926150035427
CLASSIC,1996,CD,lai,tran,0.5181066423476648,0.7851527794298839,13045,0.013187667203663368
CLASSIC,1996,CD,precipitation,evapotrans,0.32972153759192624,0.6043694902261403,13045,0.023605961130334877
CLASSIC,1996,CD,precipitation,evspsblsoi,0.29954568853133545,0.6044461479494059,13045,0.015313495579510011
CLASSIC,1996,CD,precipitation,evspsblveg,0.355946402986012,0.5671904944423152,13045,0.0006815962168062187
CLASSIC,1996,CD,precipitation,tran,0.30132730558668097,0.5704867765427366,13045,0.0019045620894876816
CLASSIC,1996,CW,lai,evapotrans,0.2663286441896451,0.5740432164987239,22457,0.0007355623992098049
CLASSIC,1996,CW,lai,evspsblsoi,0.1803481557146105,0.39405534931287106,22457,0.0006036169039113035
CLASSIC,1996,CW,lai,evspsblveg,0.5215034647298799,0.7910275424556303,22457,0.004550584801162084
CLASSIC,1996,CW,lai,tran,0.406768142522986,0.7858181209554891,22457,0.00458083663465977
CLASSIC,1996,CW,precipitation,evapotrans,0.2543123033904714,0.5227524961030701,22457,0.014547016833398353
CLASSIC,1996,CW,precipitation,evspsblsoi,0.12330442129014706,0.21101473000087112,22457,0.0010764443887290524
CLASSIC,1996,CW,precipitation,evspsblveg,0.28242049812896164,0.5777490421885125,22457,0.00493513180787677
CLASSIC,1996,CW,precipitation,tran,0.2223490039819973,0.39899009447394684,22457,0.005001758928078034
CLASSIC,1996,HD,lai,evapotrans,0.4543727812080464,0.6842733298651809,11826,0.0003900539758492088
CLASSIC,1996,HD,lai,evspsblsoi,0.32151388140148235,0.6737905318867735,11826,0.00038565676119611326
CLASSIC,1996,HD,lai,evspsblveg,0.5855044667830056,0.7794884089229014,11826,0.02289814929412308
CLASSIC,1996,HD,lai,tran,0.6213508096191622,0.7806682383429836,11826,0.011540257432318705
CLASSIC,1996,HD,precipitation,evapotrans,0.4893361104284884,0.6503125557063913,11826,0.05096396098526348
CLASSIC,1996,HD,precipitation,evspsblsoi,0.3806735939102942,0.6459134648346978,11826,0.023093572671991712
CLASSIC,1996,HD,precipitation,evspsblveg,0.47559477169593084,0.680210759592565,11826,0.0017124127599307812
CLASSIC,1996,HD,precipitation,tran,0.42572557079055146,0.6479073360000651,11826,0.00921921714631238
CLASSIC,1996,HW,lai,evapotrans,0.3534725221081091,0.6367815326809714,13255,0.0007443637553206361
CLASSIC,1996,HW,lai,evspsblsoi,0.3605965453424938,0.5703035309820763,13255,0.0021537322564325278
CLASSIC,1996,HW,lai,evspsblveg,0.42354579762439176,0.7650862846371755,13255,0.002216065396623515
CLASSIC,1996,HW,lai,tran,0.4315695491555877,0.782658014022427,13255,0.001427657864333827
CLASSIC,1996,HW,precipitation,evapotrans,0.30732063511356505,0.4641281101129771,13255,0.011654510917202194
CLASSIC,1996,HW,precipitation,evspsblsoi,0.18722449139827713,0.3896477210853584,13255,0.0009853255548941263
CLASSIC,1996,HW,precipitation,evspsblveg,0.33050347243595046,0.5728255878853877,13255,0.006559355748825976
CLASSIC,1996,HW,precipitation,tran,0.25876732255505924,0.4488470442583208,13255,0.0044204770949424444
CLASSIC,1997,CD,lai,evapotrans,0.3842171336020844,0.7327444797061042,13399,0.004984670869701746
CLASSIC,1997,CD,lai,evspsblsoi,0.3617538845068634,0.731923884941291,13399,0.004033128632560199
CLASSIC,1997,CD,lai,evspsblveg,0.5407889093973375,0.8489460674833162,13399,0.011147943029092732
CLASSIC,1997,CD,lai,tran,0.5149754437009668,0.8023033574570613,13399,0.015740408238839806
CLASSIC,1997,CD,precipitation,evapotrans,0.24350277125274533,0.4461772041353052,13399,0.019280960981523685
CLASSIC,1997,CD,precipitation,evspsblsoi,0.23182156075621327,0.4257454239363671,13399,0.013373687788700045
CLASSIC,1997,CD,precipitation,evspsblveg,0.28328908025207483,0.5034137098669649,13399,0.0005380354941380053
CLASSIC,1997,CD,precipitation,tran,0.26817659260380483,0.46348797470962977,13399,0.0008288532811441597
CLASSIC,1997,CW,lai,evapotrans,0.26774698256593654,0.5553419758605276,22370,0.0006819848398584465
CLASSIC,1997,CW,lai,evspsblsoi,0.1736700938757264,0.41788109074653557,22370,0.0008079426968429857
CLASSIC,1997,CW,lai,evspsblveg,0.5398524810013411,0.7712114438980777,22370,0.004877138295307379
CLASSIC,1997,CW,lai,tran,0.4118238712561466,0.7779615556548949,22370,0.0032945714179025455
CLASSIC,1997,CW,precipitation,evapotrans,0.2739671849168117,0.5525243445932491,22370,0.013013185373044843
CLASSIC,1997,CW,precipitation,evspsblsoi,0.13101867005271273,0.23498752082195434,22370,0.0010744960756656915
CLASSIC,1997,CW,precipitation,evspsblveg,0.3146305181554302,0.5655835385207155,22370,0.004297301002451068
CLASSIC,1997,CW,precipitation,tran,0.29110127588866175,0.4391309382601235,22370,0.004910109941493381
CLASSIC,1997,HD,lai,evapotrans,0.4853123332264265,0.6961278462849715,11823,0.0004160116826739621
CLASSIC,1997,HD,lai,evspsblsoi,0.3391520270864971,0.6668452700589509,11823,0.0004187612649694544
CLASSIC,1997,HD,lai,evspsblveg,0.6077876255135499,0.826197257676968,11823,0.02244186764019935
CLASSIC,1997,HD,lai,tran,0.6055069465822231,0.7821203841939932,11823,0.012195141889641211
CLASSIC,1997,HD,precipitation,evapotrans,0.5055813226721919,0.6980456106434438,11823,0.04314657967482922
CLASSIC,1997,HD,precipitation,evspsblsoi,0.4146827600633876,0.6963063534520347,11823,0.01941974271233486
CLASSIC,1997,HD,precipitation,evspsblveg,0.5157768672232452,0.6658402273224722,11823,0.0010768105578914805
CLASSIC,1997,HD,precipitation,tran,0.47697407532233516,0.6389736312044556,11823,0.0076383815037401655
CLASSIC,1997,HW,lai,evapotrans,0.3479059057230198,0.5809455897877656,13273,0.0007064864497150885
CLASSIC,1997,HW,lai,evspsblsoi,0.37346146550518644,0.5919147848835257,13273,0.002273560450024988
CLASSIC,1997,HW,lai,evspsblveg,0.4238823493312829,0.7685035705240915,13273,0.0019464387863091836
CLASSIC,1997,HW,lai,tran,0.412205177561851,0.7671434627230387,13273,0.001393564804241832
CLASSIC,1997,HW,precipitation,evapotrans,0.2812652490182182,0.4256688662281159,13273,0.010959225024816024
CLASSIC,1997,HW,precipitation,evspsblsoi,0.20546342537953763,0.39495150041891364,13273,0.0013309705380818288
CLASSIC,1997,HW,precipitation,evspsblveg,0.3555303369424534,0.4775438111974758,13273,0.007224367938053567
CLASSIC,1997,HW,precipitation,tran,0.25541692004414696,0.44123624007065704,13273,0.004270539105001142
CLASSIC,1998,CD,lai,evapotrans,0.3813791225629603,0.7306524988383701,13384,0.004514728013938968
CLASSIC,1998,CD,lai,evspsblsoi,0.35633203691443366,0.7298305661497144,13384,0.003913466311764363
CLASSIC,1998,CD,lai,evspsblveg,0.5120901560616742,0.8380222369335584,13384,0.011188835751609423
CLASSIC,1998,CD,lai,tran,0.5107858076528922,0.783495904509838,13384,0.014736573968786209
CLASSIC,1998,CD,precipitation,evapotrans,0.2706129473057183,0.4892568992124178,13384,0.022014306347894003
CLASSIC,1998,CD,precipitation,evspsblsoi,0.2547821799171056,0.45042670976069266,13384,0.017289234354512385
CLASSIC,1998,CD,precipitation,evspsblveg,0.28034015644855503,0.5137101493785898,13384,0.0007339312257166333
CLASSIC,1998,CD,precipitation,tran,0.27412188989876324,0.4683095573638694,13384,0.0010926004176525861
CLASSIC,1998,CW,lai,evapotrans,0.27574615726052565,0.5689192182145704,22463,0.0006846150208782863
CLASSIC,1998,CW,lai,evspsblsoi,0.16138102768651197,0.418878230078039,22463,0.0007774713729755029
CLASSIC,1998,CW,lai,evspsblveg,0.5409730868797047,0.774938448453067,22463,0.004864769449705203
CLASSIC,1998,CW,lai,tran,0.39297133083080443,0.7745275269557153,22463,0.004084458859580001
CLASSIC,1998,CW,precipitation,evapotrans,0.3181161802649527,0.484399752975575,22463,0.014071712164908833
CLASSIC,1998,CW,precipitation,evspsblsoi,0.12556795520184044,0.2948032368354302,22463,0.0004734041284417377
CLASSIC,1998,CW,precipitation,evspsblveg,0.34778829007489,0.5756678722490414,22463,0.004058576166281494
CLASSIC,1998,CW,precipitation,tran,0.32553695902433244,0.383023491867485,22463,0.0047817077381063795
CLASSIC,1998,HD,lai,evapotrans,0.5018060383894251,0.6984780942971952,11823,0.00040295730694621797
CLASSIC,1998,HD,lai,evspsblsoi,0.3133572261868477,0.659742548610325,11823,0.000407788032792699
CLASSIC,1998,HD,lai,evspsblveg,0.5958621477280582,0.798377147741815,11823,0.02274034174758658
CLASSIC,1998,HD,lai,tran,0.617348702155439,0.7974427539941954,11823,0.01115097195154634
CLASSIC,1998,HD,precipitation,evapotrans,0.4844598693675882,0.6981134029868488,11823,0.04460566803716954
CLASSIC,1998,HD,precipitation,evspsblsoi,0.4286487061676524,0.7005589626038116,11823,0.022062922187154946
CLASSIC,1998,HD,precipitation,evspsblveg,0.46035377572150304,0.639553232667046,11823,0.001137017041298383
CLASSIC,1998,HD,precipitation,tran,0.4383553351013747,0.6156884466427361,11823,0.006230530602501673
CLASSIC,1998,HW,lai,evapotrans,0.3653911299017474,0.6707930585401907,13255,0.0008758699760762079
CLASSIC,1998,HW,lai,evspsblsoi,0.32957813700354266,0.5867575512925769,13255,0.0022766575168798905
CLASSIC,1998,HW,lai,evspsblveg,0.4505301508352521,0.785236169737024,13255,0.002284646081287918
CLASSIC,1998,HW,lai,tran,0.4120331715111605,0.7862083974117169,13255,0.0014871495226047532
CLASSIC,1998,HW,precipitation,evapotrans,0.30568979064219487,0.4660156132208853,13255,0.011592536129467975
CLASSIC,1998,HW,precipitation,evspsblsoi,0.20401779615576185,0.40203292761262005,13255,0.0009566075373167153
CLASSIC,1998,HW,precipitation,evspsblveg,0.3480601247259778,0.5118170496007939,13255,0.007087027661337392
CLASSIC,1998,HW,precipitation,tran,0.2707336597988294,0.473397386114008,13255,0.003933500106428418
CLASSIC,1999,CD,lai,evapotrans,0.38119358293833255,0.6919065667773261,12999,0.003478777808776674
CLASSIC,1999,CD,lai,evspsblsoi,0.3623471627995053,0.6900603004964879,12999,0.0037997358296928897
CLASSIC,1999,CD,lai,evspsblveg,0.5511219797972625,0.8285272239876441,12999,0.009318684158854404
CLASSIC,1999,CD,lai,tran,0.513743719931119,0.7950653600572825,12999,0.012673981504874315
CLASSIC,1999,CD,precipitation,evapotrans,0.30188643041825747,0.6233654068064407,12999,0.025533841064521584
