model,year,climate_zone,input_var,output_var,hsic,n_samples
LPJ-GUESS,1996,CD,precipitation,tran,0.01077357290601228,10685
LPJ-GUESS,1996,CD,lai,tran,0.020381772533291827,10685
LPJ-GUESS,1996,CD,precipitation,evspsblveg,6.411740616828448e-05,10685
LPJ-GUESS,1996,CD,lai,evspsblveg,0.05516740362919214,10685
LPJ-GUESS,1996,CD,precipitation,evspsblsoi,0.001963062245972403,10685
LPJ-GUESS,1996,CD,lai,evspsblsoi,0.0006108379193770488,10685
LPJ-GUESS,1997,HW,precipitation,evapotrans,0.015950302186494434,13333
LPJ-GUESS,1997,HW,lai,evapotrans,0.0008182804308759858,13333
LPJ-GUESS,1997,HW,precipitation,tran,0.008776248741313091,13333
LPJ-GUESS,1997,HW,lai,tran,0.0010100887486111123,13333
LPJ-GUESS,1997,HW,precipitation,evspsblveg,0.0016673841637810107,13333
LPJ-GUESS,1997,HW,lai,evspsblveg,0.005168938781058836,13333
LPJ-GUESS,1997,HW,precipitation,evspsblsoi,0.0004468966764227904,13333
LPJ-GUESS,1997,HW,lai,evspsblsoi,0.0004064269812849506,13333
LPJ-GUESS,1997,HD,precipitation,evapotrans,0.03974685425435184,11875
LPJ-GUESS,1997,HD,lai,evapotrans,0.0007086871892970702,11875
LPJ-GUESS,1997,HD,precipitation,tran,0.027534056542235355,11875
LPJ-GUESS,1997,HD,lai,tran,0.0009688370197594709,11875
LPJ-GUESS,1997,HD,precipitation,evspsblveg,5.698502581607295e-05,11875
LPJ-GUESS,1997,HD,lai,evspsblveg,0.048614141055281605,11875
LPJ-GUESS,1997,HD,precipitation,evspsblsoi,0.0018835020556834498,11875
LPJ-GUESS,1997,HD,lai,evspsblsoi,0.0010747305401869627,11875
LPJ-GUESS,1997,CW,precipitation,evapotrans,0.01870376203118275,22380
LPJ-GUESS,1997,CW,lai,evapotrans,0.0011345579348184007,22380
LPJ-GUESS,1997,CW,precipitation,tran,0.013115201317413517,22380
LPJ-GUESS,1997,CW,lai,tran,0.0013054300752424106,22380
LPJ-GUESS,1997,CW,precipitation,evspsblveg,0.0004388442136650309,22380
LPJ-GUESS,1997,CW,lai,evspsblveg,0.020414384238230058,22380
LPJ-GUESS,1997,CW,precipitation,evspsblsoi,0.0009663975619538654,22380
LPJ-GUESS,1997,CW,lai,evspsblsoi,0.0006372357773359727,22380
LPJ-GUESS,1997,CD,precipitation,evapotrans,0.013818435819231936,10708
LPJ-GUESS,1997,CD,lai,evapotrans,0.0010572438006193716,10708
LPJ-GUESS,1997,CD,precipitation,tran,0.008526463566823177,10708
LPJ-GUESS,1997,CD,lai,tran,0.02099374648934718,10708
LPJ-GUESS,1997,CD,precipitation,evspsblveg,4.903779327707112e-05,10708
LPJ-GUESS,1997,CD,lai,evspsblveg,0.05520833902885775,10708
LPJ-GUESS,1997,CD,precipitation,evspsblsoi,0.0018882394334288372,10708
LPJ-GUESS,1997,CD,lai,evspsblsoi,0.0006638315761539621,10708
LPJ-GUESS,1998,HW,precipitation,evapotrans,0.020373344512603843,13303
LPJ-GUESS,1998,HW,lai,evapotrans,0.0008766002951599211,13303
LPJ-GUESS,1998,HW,precipitation,tran,0.00902078703448221,13303
LPJ-GUESS,1998,HW,lai,tran,0.0011132698341553874,13303
LPJ-GUESS,1998,HW,precipitation,evspsblveg,0.0016455364793932063,13303
LPJ-GUESS,1998,HW,lai,evspsblveg,0.005108514333960295,13303
LPJ-GUESS,1998,HW,precipitation,evspsblsoi,0.0006977484392194927,13303
LPJ-GUESS,1998,HW,lai,evspsblsoi,0.0004412654280274194,13303
LPJ-GUESS,1998,HD,precipitation,evapotrans,0.03911109115346722,11875
LPJ-GUESS,1998,HD,lai,evapotrans,0.0006841430570133141,11875
LPJ-GUESS,1998,HD,precipitation,tran,0.028766206909326204,11875
LPJ-GUESS,1998,HD,lai,tran,0.0009689516672926424,11875
LPJ-GUESS,1998,HD,precipitation,evspsblveg,8.613118716369784e-05,11875
LPJ-GUESS,1998,HD,lai,evspsblveg,0.049134497879157656,11875
LPJ-GUESS,1998,HD,precipitation,evspsblsoi,0.001747148372057596,11875
LPJ-GUESS,1998,HD,lai,evspsblsoi,0.0009129641300432284,11875
LPJ-GUESS,1998,CW,precipitation,evapotrans,0.01914045330558807,22424
LPJ-GUESS,1998,CW,lai,evapotrans,0.0010541229875649274,22424
LPJ-GUESS,1998,CW,precipitation,tran,0.012870633211076822,22424
LPJ-GUESS,1998,CW,lai,tran,0.0011746824100539461,22424
LPJ-GUESS,1998,CW,precipitation,evspsblveg,0.00039609347032649436,22424
LPJ-GUESS,1998,CW,lai,evspsblveg,0.02240457376248896,22424
LPJ-GUESS,1998,CW,precipitation,evspsblsoi,0.0009038796270722237,22424
LPJ-GUESS,1998,CW,lai,evspsblsoi,0.00034114585832764984,22424
LPJ-GUESS,1998,CD,precipitation,evapotrans,0.01665396851854265,10722
LPJ-GUESS,1998,CD,lai,evapotrans,0.0010329230843263931,10722
LPJ-GUESS,1998,CD,precipitation,tran,0.013266061244881038,10722
LPJ-GUESS,1998,CD,lai,tran,0.018663995542691495,10722
LPJ-GUESS,1998,CD,precipitation,evspsblveg,9.341849366934701e-05,10722
LPJ-GUESS,1998,CD,lai,evspsblveg,0.05493178645692645,10722
LPJ-GUESS,1998,CD,precipitation,evspsblsoi,0.0019040005613996881,10722
LPJ-GUESS,1998,CD,lai,evspsblsoi,0.000446752195911238,10722
LPJ-GUESS,1999,HW,precipitation,evapotrans,0.01743236520704078,13289
LPJ-GUESS,1999,HW,lai,evapotrans,0.0008596319196066711,13289
LPJ-GUESS,1999,HW,precipitation,tran,0.008167723200525652,13289
LPJ-GUESS,1999,HW,lai,tran,0.0011281175838471504,13289
LPJ-GUESS,1999,HW,precipitation,evspsblveg,0.0013631371806211627,13289
LPJ-GUESS,1999,HW,lai,evspsblveg,0.00570070495510525,13289
LPJ-GUESS,1999,HW,precipitation,evspsblsoi,0.00029739749630657,13289
LPJ-GUESS,1999,HW,lai,evspsblsoi,0.00040840771674582513,13289
LPJ-GUESS,1999,HD,precipitation,evapotrans,0.04335094900554639,11879
LPJ-GUESS,1999,HD,lai,evapotrans,0.0006991455914894031,11879
LPJ-GUESS,1999,HD,precipitation,tran,0.029413913994380664,11879
LPJ-GUESS,1999,HD,lai,tran,0.0009788657156431404,11879
LPJ-GUESS,1999,HD,precipitation,evspsblveg,6.0969637751355705e-05,11879
LPJ-GUESS,1999,HD,lai,evspsblveg,0.04764554135400376,11879
LPJ-GUESS,1999,HD,precipitation,evspsblsoi,0.002628734465474772,11879
LPJ-GUESS,1999,HD,lai,evspsblsoi,0.0013101123984879132,11879
LPJ-GUESS,1999,CW,precipitation,evapotrans,0.017825498944022702,22360
LPJ-GUESS,1999,CW,lai,evapotrans,0.000999156342982507,22360
LPJ-GUESS,1999,CW,precipitation,tran,0.012690240971678287,22360
LPJ-GUESS,1999,CW,lai,tran,0.0013346982364622752,22360
LPJ-GUESS,1999,CW,precipitation,evspsblveg,0.0005561298119832165,22360
LPJ-GUESS,1999,CW,lai,evspsblveg,0.020727775131663673,22360
LPJ-GUESS,1999,CW,precipitation,evspsblsoi,0.0013881091980816964,22360
LPJ-GUESS,1999,CW,lai,evspsblsoi,0.0003314731910078415,22360
LPJ-GUESS,1999,CD,precipitation,evapotrans,0.017401007392152387,10698
LPJ-GUESS,1999,CD,lai,evapotrans,0.001047566448049444,10698
LPJ-GUESS,1999,CD,precipitation,tran,0.01005085779881494,10698
LPJ-GUESS,1999,CD,lai,tran,0.019906961399569746,10698
LPJ-GUESS,1999,CD,precipitation,evspsblveg,4.955888948207344e-05,10698
LPJ-GUESS,1999,CD,lai,evspsblveg,0.05594593916023511,10698
LPJ-GUESS,1999,CD,precipitation,evspsblsoi,0.002248007292315838,10698
LPJ-GUESS,1999,CD,lai,evspsblsoi,0.0005849185198239127,10698
LPJ-GUESS,2000,HW,precipitation,evapotrans,0.02170236807843458,13256
LPJ-GUESS,2000,HW,lai,evapotrans,0.0008506245757379599,13256
LPJ-GUESS,2000,HW,precipitation,tran,0.00992542342318822,13256
LPJ-GUESS,2000,HW,lai,tran,0.0010815513526484402,13256
LPJ-GUESS,2000,HW,precipitation,evspsblveg,0.0017627851094038768,13256
LPJ-GUESS,2000,HW,lai,evspsblveg,0.0055553004024463245,13256
LPJ-GUESS,2000,HW,precipitation,evspsblsoi,0.00045934340729336616,13256
LPJ-GUESS,2000,HW,lai,evspsblsoi,0.0004016364777497787,13256
LPJ-GUESS,2000,HD,precipitation,evapotrans,0.04568267297369376,11881
LPJ-GUESS,2000,HD,lai,evapotrans,0.0006803253099335959,11881
LPJ-GUESS,2000,HD,precipitation,tran,0.03326637736411418,11881
LPJ-GUESS,2000,HD,lai,tran,0.0010185750951764772,11881
LPJ-GUESS,2000,HD,precipitation,evspsblveg,5.2372487940504075e-05,11881
LPJ-GUESS,2000,HD,lai,evspsblveg,0.04966285610430544,11881
LPJ-GUESS,2000,HD,precipitation,evspsblsoi,0.004488298643243587,11881
LPJ-GUESS,2000,HD,lai,evspsblsoi,0.0010662868599528074,11881
LPJ-GUESS,2000,CW,precipitation,evapotrans,0.021880466601286397,22368
LPJ-GUESS,2000,CW,lai,evapotrans,0.0010322535014119112,22368
LPJ-GUESS,2000,CW,precipitation,tran,0.013730012220211502,22368
LPJ-GUESS,2000,CW,lai,tran,0.001316869239489216,22368
LPJ-GUESS,2000,CW,precipitation,evspsblveg,0.00042936908662134955,22368
LPJ-GUESS,2000,CW,lai,evspsblveg,0.021509501356216192,22368
LPJ-GUESS,2000,CW,precipitation,evspsblsoi,0.0014443058148283301,22368
LPJ-GUESS,2000,CW,lai,evspsblsoi,0.00040777208519482644,22368
LPJ-GUESS,2000,CD,precipitation,evapotrans,0.018564717567375367,10683
