model,year,climate_zone,input_var,output_var,pawn_median,pawn_max,n_samples,hsic
CLASSIC,1992,HW,lai,evspsblsoi,0.37176164996839467,0.5784984420422301,13257,0.0023410487959596156
CLASSIC,1992,HW,lai,evspsblveg,0.4226749165395521,0.7924944970590113,13257,0.002091990460460468
CLASSIC,1992,HW,lai,tran,0.43570717846308893,0.8028249056163277,13257,0.001501836258667821
CLASSIC,1992,HW,precipitation,evapotrans,0.30209908328956864,0.5648067084511316,13257,0.011267546132616093
CLASSIC,1992,HW,precipitation,evspsblsoi,0.20336767617250268,0.3943957550642588,13257,0.001080853234831986
CLASSIC,1992,HW,precipitation,evspsblveg,0.34878097864994073,0.5702331936308216,13257,0.006122120809227543
CLASSIC,1992,HW,precipitation,tran,0.25592946979950776,0.5613175588615866,13257,0.005001406001717487
CLASSIC,1993,CD,lai,evapotrans,0.38329083896518445,0.659201227818369,13313,0.004755147320390436
CLASSIC,1993,CD,lai,evspsblsoi,0.3520726169768025,0.5181695400458157,13313,0.0043664730318313605
CLASSIC,1993,CD,lai,evspsblveg,0.5117875665724565,0.8265067065112134,13313,0.0110541309777044
CLASSIC,1993,CD,lai,tran,0.48886882510855345,0.793313575725504,13313,0.014064069738161423
CLASSIC,1993,CD,precipitation,evapotrans,0.32994571415857576,0.47864835089728053,13313,0.023497481572566335
CLASSIC,1993,CD,precipitation,evspsblsoi,0.3173220604652636,0.45910556287371795,13313,0.01709521396934421
CLASSIC,1993,CD,precipitation,evspsblveg,0.3183674733621417,0.497365883423009,13313,0.0005070211171665972
CLASSIC,1993,CD,precipitation,tran,0.3004987689181323,0.4550731751721525,13313,0.001191875569131103
CLASSIC,1993,CW,lai,evapotrans,0.28533623861851687,0.5659636936663859,22453,0.0007868023639872929
CLASSIC,1993,CW,lai,evspsblsoi,0.18265167020007247,0.40450304046616586,22453,0.0008363081326237556
CLASSIC,1993,CW,lai,evspsblveg,0.535088420781366,0.7827173287158188,22453,0.004948406494393357
CLASSIC,1993,CW,lai,tran,0.4314696266797151,0.7872964993185132,22453,0.004084571547374041
CLASSIC,1993,CW,precipitation,evapotrans,0.33427049847924156,0.5309159831717767,22453,0.016368867678090673
CLASSIC,1993,CW,precipitation,evspsblsoi,0.11282826509207455,0.2611176234008399,22453,0.0013245733636942274
CLASSIC,1993,CW,precipitation,evspsblveg,0.31156528151345286,0.470211050140991,22453,0.003653898528143098
CLASSIC,1993,CW,precipitation,tran,0.2691074009054951,0.41267356101540287,22453,0.005041932426541128
CLASSIC,1993,HD,lai,evapotrans,0.46705988451032515,0.6930273198228856,11824,0.0003849997267988857
CLASSIC,1993,HD,lai,evspsblsoi,0.36423118101841945,0.6354119045507471,11824,0.0003790366015948439
CLASSIC,1993,HD,lai,evspsblveg,0.5848188833861097,0.822070559813872,11824,0.022449244243804626
CLASSIC,1993,HD,lai,tran,0.614674847566909,0.7982280548638413,11824,0.011101981358967856
CLASSIC,1993,HD,precipitation,evapotrans,0.5018464552866749,0.6727355752952885,11824,0.0442575266647047
CLASSIC,1993,HD,precipitation,evspsblsoi,0.4296927137408466,0.6713758403224832,11824,0.02441450598494205
CLASSIC,1993,HD,precipitation,evspsblveg,0.46945156142315153,0.6442178346156433,11824,0.0012154195155848469
CLASSIC,1993,HD,precipitation,tran,0.43225893190367926,0.640539197189216,11824,0.0063825548701377495
CLASSIC,1993,HW,lai,evapotrans,0.33816385344871935,0.6680760300724462,13246,0.000839000739775434
CLASSIC,1993,HW,lai,evspsblsoi,0.39169110034919574,0.6057358148704202,13246,0.002380549485630062
CLASSIC,1993,HW,lai,evspsblveg,0.36746941259641575,0.7972313749398181,13246,0.002042144530462975
CLASSIC,1993,HW,lai,tran,0.42673606055994645,0.8010793147949257,13246,0.001401222123802771
CLASSIC,1993,HW,precipitation,evapotrans,0.2762638204769542,0.43443987878915047,13246,0.008716904048922135
CLASSIC,1993,HW,precipitation,evspsblsoi,0.21717100783718263,0.39632002826057844,13246,0.0012189575790889843
CLASSIC,1993,HW,precipitation,evspsblveg,0.2800985416743823,0.5012054029421411,13246,0.005111389800687746
CLASSIC,1993,HW,precipitation,tran,0.26920223691595047,0.4157175537506516,13246,0.004796222031961086
CLASSIC,1994,CD,lai,evapotrans,0.4228274875353635,0.7261566729512204,13314,0.004941319094584627
CLASSIC,1994,CD,lai,evspsblsoi,0.4036618498776645,0.7254054992581902,13314,0.004384308565127942
CLASSIC,1994,CD,lai,evspsblveg,0.5397959836654207,0.8276396044534846,13314,0.011073219990251768
CLASSIC,1994,CD,lai,tran,0.5664442968976692,0.7651696311002305,13314,0.017894519300294655
CLASSIC,1994,CD,precipitation,evapotrans,0.27077240841931105,0.4435948270173228,13314,0.02638833717762297
CLASSIC,1994,CD,precipitation,evspsblsoi,0.2551971187621738,0.4401154327090928,13314,0.022073306713192718
CLASSIC,1994,CD,precipitation,evspsblveg,0.2791145749824661,0.4826389754505736,13314,0.0004818105930034689
CLASSIC,1994,CD,precipitation,tran,0.23144039890261148,0.4411025965109966,13314,0.0015339163051654226
CLASSIC,1994,CW,lai,evapotrans,0.28913805517405355,0.5937763714808995,22366,0.000750016491259135
CLASSIC,1994,CW,lai,evspsblsoi,0.15695234132880426,0.41871091134681365,22366,0.0007918037000584552
CLASSIC,1994,CW,lai,evspsblveg,0.5481969169062462,0.7729706279140167,22366,0.004770440994147701
CLASSIC,1994,CW,lai,tran,0.4153639396698754,0.7929495249330929,22366,0.003543504570462068
CLASSIC,1994,CW,precipitation,evapotrans,0.290269669809422,0.5485203269491006,22366,0.014595834724830541
CLASSIC,1994,CW,precipitation,evspsblsoi,0.1364776942176545,0.2814777371186252,22366,0.0007001360890915988
CLASSIC,1994,CW,precipitation,evspsblveg,0.30928972471666655,0.5643738254441462,22366,0.0038567657707578563
CLASSIC,1994,CW,precipitation,tran,0.28556336168823204,0.41007296781775426,22366,0.00419406453450943
CLASSIC,1994,HD,lai,evapotrans,0.46547003908225826,0.6905871913295991,11822,0.00039373424124746517
CLASSIC,1994,HD,lai,evspsblsoi,0.343128124949501,0.6779045624973399,11822,0.0003871231384916465
CLASSIC,1994,HD,lai,evspsblveg,0.5997254537913054,0.8151082419656005,11822,0.021872430049917457
CLASSIC,1994,HD,lai,tran,0.6205339724812582,0.803272206366828,11822,0.011851957378103684
CLASSIC,1994,HD,precipitation,evapotrans,0.46432292186095625,0.6553106724979082,11822,0.056206371291211595
CLASSIC,1994,HD,precipitation,evspsblsoi,0.397946755260164,0.6589222395716644,11822,0.027477447501334275
