model,year,climate_zone,input_var,output_var,pawn_median,pawn_max,n_samples
LPJ-GUESS,1993,HW,lai,tran,0.45413000990740243,0.7574652330321587,13276
LPJ-GUESS,1993,HW,precipitation,evspsblveg,0.3514611247719042,0.6021800368088805,13276
LPJ-GUESS,1993,HW,lai,evspsblveg,0.466062373925095,0.7386483263575543,13276
LPJ-GUESS,1993,HW,precipitation,evspsblsoi,0.12310112773346042,0.24145686391241375,13276
LPJ-GUESS,1993,HW,lai,evspsblsoi,0.13438636740849252,0.24228928367885527,13276
LPJ-GUESS,1993,HD,precipitation,evapotrans,0.4680960300715802,0.6460524905446583,11874
LPJ-GUESS,1993,HD,lai,evapotrans,0.4777388782724079,0.8017683147799368,11874
LPJ-GUESS,1993,HD,precipitation,tran,0.44666695624738406,0.6521044309762143,11874
LPJ-GUESS,1993,HD,lai,tran,0.584540156904447,0.8686205154118242,11874
LPJ-GUESS,1993,HD,precipitation,evspsblveg,0.4589199814405756,0.6341863131908609,11874
LPJ-GUESS,1993,HD,lai,evspsblveg,0.556664692838409,0.828035704867438,11874
LPJ-GUESS,1993,HD,precipitation,evspsblsoi,0.2604274759351884,0.40933856908548427,11874
LPJ-GUESS,1993,HD,lai,evspsblsoi,0.19014062640894375,0.5704573952426404,11874
LPJ-GUESS,1993,CW,precipitation,evapotrans,0.32504483045078436,0.550423162583519,22450
LPJ-GUESS,1993,CW,lai,evapotrans,0.3647884187082405,0.8042761692650333,22450
LPJ-GUESS,1993,CW,precipitation,tran,0.2991239877160076,0.5030734966592427,22450
LPJ-GUESS,1993,CW,lai,tran,0.390467706013363,0.8631625835189309,22450
LPJ-GUESS,1993,CW,precipitation,evspsblveg,0.22275075788817672,0.48317694213122264,22450
LPJ-GUESS,1993,CW,lai,evspsblveg,0.5383518930957684,0.854521158129176,22450
LPJ-GUESS,1993,CW,precipitation,evspsblsoi,0.1608151319772514,0.454120267260579,22450
LPJ-GUESS,1993,CW,lai,evspsblsoi,0.14808463251670373,0.3530512249443207,22450
LPJ-GUESS,1993,CD,precipitation,evapotrans,0.3378728278723956,0.45985130111524164,10760
LPJ-GUESS,1993,CD,lai,evapotrans,0.5100371747211896,0.7237918215613383,10760
