target_output,model,x,y,relationship,method,x_mid,local_slope,dy,abs_dy,cumulative_signed_change,cumulative_absolute_change,cumulative_absolute_fraction,scale
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014322307781492152,3.6197036619990404,0.0011980929317370048,0.0011980929317370048,0.05324585033139225,0.05324585033139225,0.05212074962903854,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014516949752983852,3.618150761829689,0.00021090906065954207,0.00021090906065954207,0.05345675939205179,0.05345675939205179,0.052327202118325776,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014593035239254648,3.6175450853198274,0.00033961159925102735,0.00033961159925102735,0.05379637099130282,0.05379637099130282,0.05265963762316819,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014648670235035728,3.617102543946022,6.290491564523576e-05,6.290491564523576e-05,0.053859275906948056,0.053859275906948056,0.0527212133391794,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014660827810090656,3.6170058974263686,2.504480647547158e-05,2.504480647547158e-05,0.05388432071342353,0.05388432071342353,0.05274572894142242,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014747420339703606,3.616317955240174,0.0006012521962192666,0.0006012521962192666,0.054485572909642795,0.054485572909642795,0.053334276499363814,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014857804680102817,3.615441748198336,0.00019706978798559455,0.00019706978798559455,0.05468264269762839,0.05468264269762839,0.05352718214393738,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014901604155797325,3.6150944186076854,0.00011962762442975505,0.00011962762442975505,0.054802270322058144,0.054802270322058144,0.05364428200097439,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014919437949669257,3.6149530698385397,9.313708771711837e-06,9.313708771711837e-06,0.054811584030829856,0.054811584030829856,0.05365339890830119,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.014941820769969034,3.614775678436207,0.00015250449713543474,0.00015250449713543474,0.05496408852796529,0.05496408852796529,0.05380268093991544,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015036303646306374,3.614027663179107,0.000530454518590226,0.000530454518590226,0.05549454304655552,0.05549454304655552,0.05432192679627719,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015149425453936487,3.613133286435416,0.00028712509208446424,0.00028712509208446424,0.05578166813863998,0.05578166813863998,0.05460298484950779,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015225068114625812,3.612536143584376,0.0002594460525785075,0.0002594460525785075,0.05604111419121849,0.05604111419121849,0.05485694872959469,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015281548504698803,3.6120906465947367,0.00014861051963654948,0.00014861051963654948,0.05618972471085504,0.05618972471085504,0.055002419064616295,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015313633230919874,3.611837716168685,8.316953511553621e-05,8.316953511553621e-05,0.056272894245970574,0.056272894245970574,0.05508383120264285,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015448775547010376,3.610773510684289,0.0008927915604941342,0.0008927915604941342,0.05716568580646471,0.05716568580646471,0.055957757811116955,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015632024823996976,3.6093323315271153,0.00043037986246576704,0.00043037986246576704,0.057596065668930475,0.057596065668930475,0.056379043618693454,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.01577670801852462,3.6081965776009075,0.0006138463804621214,0.0006138463804621214,0.0582099120493926,0.0582099120493926,0.056979919242007425,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.015965955569296586,3.606713866291999,0.0007515293976576368,0.0007515293976576368,0.058961441447050233,0.058961441447050233,0.05771556859928856,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.016082096642254906,3.605805500905335,8.622411755072196e-05,8.622411755072196e-05,0.059047665564600955,0.059047665564600955,0.05779997077551216,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.016195580761724424,3.604919692677865,0.0007319993385743809,0.0007319993385743809,0.059779664903175336,0.059779664903175336,0.058516502749684875,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.01640000515287952,3.6033274848143604,0.0007415400226714816,0.0007415400226714816,0.06052120492584682,0.06052120492584682,0.059242373810453434,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.016620934861162114,3.6016124332957364,0.0008502192916096593,0.0008502192916096593,0.06137142421745648,0.06137142421745648,0.060074627714785195,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.016850560053589956,3.599835494088651,0.000803426019917064,0.000803426019917064,0.06217485023737354,0.06217485023737354,0.06086107710321507,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.016982562333739133,3.598816359663962,0.00014690536530283932,0.00014690536530283932,0.06232175560267638,0.06232175560267638,0.06100487831432273,normalized
T,CLASSIC,P,T,CLASSIC | P→T,LOWESS,0.017071046936291093,3.5981344841039715,0.0004898814686849842,0.0004898814686849842,0.06281163707136136,0.06281163707136136,0.06148440844142791,normalized
